businessGuid, sun_0, sun_1, sun_2, sun_3, sun_4, sun_5, sun_6, sun_7, sun_8, sun_9, sun_10, sun_11, sun_12, sun_13, sun_14, sun_15, sun_16, sun_17, sun_18, sun_19, sun_20, sun_21, sun_22, sun_23, mon_0, mon_1, mon_2, mon_3, mon_4, mon_5, mon_6, mon_7, mon_8, mon_9, mon_10, mon_11, mon_12, mon_13, mon_14, mon_15, mon_16, mon_17, mon_18, mon_19, mon_20, mon_21, mon_22, mon_23, tue_0, tue_1, tue_2, tue_3, tue_4, tue_5, tue_6, tue_7, tue_8, tue_9, tue_10, tue_11, tue_12, tue_13, tue_14, tue_15, tue_16, tue_17, tue_18, tue_19, tue_20, tue_21, tue_22, tue_23, wed_0, wed_1, wed_2, wed_3, wed_4, wed_5, wed_6, wed_7, wed_8, wed_9, wed_10, wed_11, wed_12, wed_13, wed_14, wed_15, wed_16, wed_17, wed_18, wed_19, wed_20, wed_21, wed_22, wed_23, thu_0, thu_1, thu_2, thu_3, thu_4, thu_5, thu_6, thu_7, thu_8, thu_9, thu_10, thu_11, thu_12, thu_13, thu_14, thu_15, thu_16, thu_17, thu_18, thu_19, thu_20, thu_21, thu_22, thu_23, fri_0, fri_1, fri_2, fri_3, fri_4, fri_5, fri_6, fri_7, fri_8, fri_9, fri_10, fri_11, fri_12, fri_13, fri_14, fri_15, fri_16, fri_17, fri_18, fri_19, fri_20, fri_21, fri_22, fri_23, sat_0, sat_1, sat_2, sat_3, sat_4, sat_5, sat_6, sat_7, sat_8, sat_9, sat_10, sat_11, sat_12, sat_13, sat_14, sat_15, sat_16, sat_17, sat_18, sat_19, sat_20, sat_21, sat_22, sat_23
iuwv-s0X3h-_BCnzsX2hTA,,,,,,1,2,1,3,2,1,3,3,,,,2,2,2,2,,2,,,,,,,,2,3,1,,4,1,2,,,1,10,5,5,5,2,,,1,,,,,,,4,2,4,,3,1,,3,1,,,1,2,4,2,1,,,,,,,,1,3,,4,,1,1,,,,3,4,3,3,3,2,1,1,,,,,,,,2,3,3,,1,1,1,,1,3,4,5,2,4,3,1,1,,,,,,,,,,1,2,3,2,1,1,2,4,,2,1,4,5,,,,,,,,,,,,,1,,1,1,2,1,,1,2,,,1,,,,
6apEKjkj5j1W1sS1dSwWyA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElqD819zpmOryvsLuzv-Mw,,,,,,,,1,,1,1,1,3,,2,,1,,1,,,,,,,,,,,,,,,1,2,3,4,3,1,1,,1,2,,1,,,,,,,,,,,,,,2,1,2,1,,,,2,,,,,,,,,,,,,,,,,,4,2,1,1,2,,1,,,,1,,,,,,,,,,1,,,1,1,3,3,2,1,,3,1,,1,,,,,,,,,,,1,1,2,,1,1,1,1,,1,,1,1,1,,,,,,,,,1,,,,1,2,2,3,3,1,3,,1,,,,,,
vuTx_fB-K_b3-WWjXiTdJg,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,
Um5VnQXli9IwplV2rmgggg,,,,,,,,,,,,1,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,,,,1,1,1,,,,1,5,4,2,,,,,,,,,,,,,,1,1,2,,,1,,1,1,2,,1,,,,,,,,,,,,,,1,2,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,1,,1,,1,,,2,,,,,
LR9mX-3mh_PIEeG1A5zqxg,,,,,,,,,,,,,1,,1,,,1,2,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,1,1,,,1,3,2,,1,,,,,,,,,,,,,,,,2,,1,,1,1,1,,1,,,,,,,,,,,,,,,,1,,1,1,,2,1,3,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,
8SjO3b-87uN2jXVXYNn47g,,,,,,,,1,,2,,2,1,2,1,,,1,,2,2,,,1,,,,,,,1,,1,1,,2,1,1,,,1,2,,1,,1,,,,,,,,,1,1,1,2,,,1,,2,2,,,2,2,2,,1,,,,,,,,,2,1,1,1,,,,1,1,,,,,,,,2,,,,,,,1,1,2,1,,,,1,1,,1,,,1,,1,,,,,,,,,1,1,2,2,,1,,,2,1,1,1,,,,,1,,,,,,,,,,,,,,2,,1,,1,1,1,,,,,
m4JI5xpgKjZRicv05YrLrA,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MM8cFKHp8OaB13fp0ysGw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFIrWHn47eRTykYnzJVRIw,,,,,,,,2,1,2,,,1,1,,,1,,,,1,,,,,,,,,1,,1,,1,,,,,2,,,1,,,1,,,,,,,,,,1,2,3,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,2,1,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYCVF_1qYm3x5DYCbmmK1g,,,,,,,,1,,,,2,1,,,,1,,1,,,,,,,,,,,,,1,,,1,2,,,,,,1,2,2,,,,,,,,,,,,1,,,3,,1,,,2,1,,1,,,,,,,,,,,,1,,,,3,1,,3,1,,,2,,,,1,1,,,1,,,,,1,,2,,1,1,,,1,,2,,,1,,,2,,1,,,,,,,,2,,1,2,1,2,,,2,,,,1,,,,,,,,1,,,,,1,,3,,,2,1,1,1,1,1,,1,,1
o4DsvwwD2kIbF-EM4r9G8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,2,6,2,4,2,,,,,,,,,,,,,,,,,1,4,1,1,4,,4,,,,,,,,,,,,,,,,,,3,11,7,2,2,,12,17,7,9,1,,,,,,,,,,1,1,1,,1,2,2,2,4,3,15,24,25,3,,,,,,,,1,,,,,1,,,,,,,,,
KXfaENdNVS8fZA-UdSomxQ,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
FsRAzLD7ipg5iez7kY1b4g,,,,,,,,,,,1,2,1,3,1,,1,,,1,1,1,,,,,,,,,,,,,,1,3,1,1,,,,,1,1,,,,,,,,,,1,1,,,,3,,2,,,1,,,1,,,,,,,,,,2,,,1,1,,1,1,2,,1,1,,3,1,1,1,1,,,,,,,2,,,,2,1,2,3,2,,1,,,1,3,,1,1,1,,,,,,,,,1,2,3,2,1,1,2,,,,1,,,,,,,,,,,,,,1,2,2,2,1,1,,,1,,2,,,,,
CTSuvTp8ymqtrM2t0lwAOA,,,,,,,,1,,,,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,,,,,,,2,1,3,2,,2,1,1,,5,,,,,1,,,,,,,,,1,,1,1,1,1,,2,1,2,,1,,1,,1,,
D1T1jtCfTfXD-cQE3QViow,,,,,,,2,5,5,2,4,1,2,2,,,,,,,,,,,,,,,,1,3,2,,1,7,4,1,,,,,1,1,,,,,,,,,,,,1,2,8,3,5,3,,2,1,,,,,,,,,,,,,,,,,2,9,3,2,2,3,,,,,,,,,,,,,,,,,1,1,9,10,9,7,2,4,4,,,,,,,,,,,,,,,,,3,8,15,31,30,20,8,8,2,,,,,,,,,,,,,,,,3,4,21,34,42,18,15,4,,,,,,,,,,
cXykQLP4Sr3tNii8k-zckg,,,,,,,,,,,,,,,2,,1,,1,1,,,1,,,,,,,,,,,,,2,1,,1,,1,1,1,,,2,,,,,,,,,,,,,2,1,4,2,2,,,1,2,,,,,,,,,,,,,,,,3,1,2,2,,2,1,2,,3,,1,,,,,,,,,,,,,,3,2,1,,1,,1,1,2,3,1,,,,,,,,,,,,,2,2,3,1,3,1,2,2,3,1,,1,,,,,,,,,,,,,1,1,3,,,1,,1,1,3,,,,
34Ro9GiCAktSZRwUQiNjfw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNQ7JyMNfC0jDA0-a4ypnA,,,,,,,,,,,1,1,1,,1,1,2,2,1,,,,,,,,,,,,,,,,1,1,,,2,3,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,2,2,,,5,,,,,,,,,,,,,,,,,,1,,1,2,3,,2,1,1,,,,,,,,,,,,,,,,,,,,1,,1,2,,,,,,,
Kh9peg1DisyXa6XvKqGukg,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,,,,,,,,1,3,,,1,,1,,,,,,,,,,,,1,,,,,,1,3,1,,,,1,1,1,1,,1,,,,,,,,,,,,,3,,,1,,,1,,,2,,,,,,,,,,,,,,,2,1,,1,,,1,,1,1,1,1,,1,,,,,,1,,,,,,3,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,1,,,
0rbT0Nf-A56t4DnYIIvy-Q,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,2,,,,1,,,,,,,,,,,,,,1,1,1,,,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yDnRf8m_YI4AXHVGH6-fuQ,,,,,,,,,,,,1,,1,,1,,1,1,,,,,,,,,,,,,,,,1,,1,2,,2,1,,,,2,,,,,,,,,,,,,,,1,,,1,2,,1,,,1,,,,,,,,,,,,,,1,,2,,,,2,,,,2,2,,,,,,,,,,,,,,,1,,2,,2,,2,,,,,,,,,,,,,,,,4,2,3,4,3,4,4,2,,,,,,,,,,,,,,,1,1,3,2,2,2,1,2,2,1,,,,,,
9AbyBqGWHYZC73GlyAuTrQ,,,,,,,,,,,,,,,,,,2,7,2,2,,,,,,,,,,,,,,,,,,,1,2,3,8,7,3,,,,,,,,,,,,,,,1,,,,1,4,9,4,2,4,3,,,,,,,,,,,,,1,,,3,1,1,4,7,2,1,3,3,,,,,,,,,,,,,,,,,,,3,7,8,11,3,,,,,,,,,,,,,,,,,1,,,1,6,2,5,4,2,3,,,,,,,,,,,,,,,,,,3,8,7,3,1,2,,
SzUtb20AMaMa5u_AFbzX7w,,,,,,,,,,,,,,2,,,1,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,2,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,
e_riFHMoJ1Yguvr0KtOkDQ,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,,1,1,,,,,,,,,,,,,,1,1,,,,,,1,2,2,1,,,,,,,,,,,,,,,1,3,,,,1,4,2,1,,,,,,,,,,,,,,,,1,1,,,,1,,3,1,,1,,,,,,,,,,,,,,,2,,1,,2,2,5,1,,1,,,,,,,,,,,,,1,1,,,2,,,2,1,,,1,,
y_GScq9tMmspo0UA4RPjPA,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,1,,,,2,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,
KoJ4jNSmqYbmKqcoh-2dNA,,,,,,,,,1,,1,2,,2,1,,1,,1,,,1,,,,,,,,,,,1,1,,1,2,,,1,,,,,,,,,,,,,,,,,,,,3,1,1,,,1,2,1,1,,,,,,,,,,,,,3,2,,4,1,2,,,1,4,,1,1,,,,,,,,,,1,,2,2,,2,1,,2,1,,1,2,,1,,,,,,,,,,,,,1,1,2,1,1,,1,3,,1,,1,,,,,,,,,,,1,1,,1,1,2,1,,,,,2,,,,,
gCnyFIE2jYeKCfQx42y4Dg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
OmfLT4ZxFGiNygGmKcgE6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kpdzK8ObQtyrpaMvp0Ztig,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7yj_Q15ZB46lbXavBustZQ,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ipfPzCphX5cbfVE4rOUY6Q,,,,,,,,,,,,,1,,,1,1,2,1,1,,,,,,,,,,,,,,,,,1,1,3,,1,,,,,,,,,,,,,,,,,,,1,3,,1,,,2,,,,,,,,,,,,,,,,,,2,,2,,,4,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,4,1,3,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
17DI33J8TkcfzyoiIYLQIw,,,,,,,,,,,,1,,,,,,7,7,4,3,,,,,,,,,,,,,,,2,3,,,,,1,2,1,1,,,,,,,,,,,,,,,2,2,,,,1,,2,4,2,,,,,,,,,,,,,,1,4,1,,,,,2,,5,1,,,,,,,,,,,,,,1,,2,1,2,,,2,4,1,,,,,,,,,,,,,,,,,2,3,2,,1,4,1,3,2,,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,
2ZnCITVa0abGce4gZ6RhIw,,,,,,,,,,,,2,4,18,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,,,,,,,,,,,,,,,,,,,1,3,17,,,,,,,,,,,,,,,,,,,,,,,4,17,,1,,,,,,,,,,,,,,,,,,1,,3,4,12,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MfCS8VeJzf9QbxNImekuMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
LmVcYycG_VI3S6RNgqiriw,,,,,,,,,,,,,,,,,,3,3,6,,,,,,,,,,,,,,,,,,,,1,3,2,1,,1,,,,,,,,,,,,,,,,,1,,,1,2,3,,2,,,,,,,,,,,,,,,,,,,1,,4,1,3,,,,,,,,,,,,,,,,,1,,,1,,8,6,4,3,1,,,,,,,,,,,,,,,,4,,1,2,5,4,3,5,,,,,,,,,,,,,,,,,3,2,,4,3,,5,1,,,
JM6X0PJBcMkAjOuZqMaZsQ,,,,,,,,,,,,,,,,,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,3,5,5,1,1,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,1,,,,,,,,,,,,,,1,,,,,2,2,5,3,,,,,,,,,,,,,,,,,,,,,3,5,3,5,,2,,,,,,,,,,,,,,,3,1,,,3,3,3,2,3,,,,,,,,,,,,,,,,,,,7,,3,6,6,2,,,
_mADamYQGcQhKru2hcQUxw,,,,,,,1,,,2,,,1,,1,,,3,,2,2,,,,,,,,,,,1,3,1,,1,,,,,,,,,,1,,,,,,,,,1,,1,,,1,,,,1,,,2,1,2,,,,,,,,,,,,1,,,,,,,,1,,3,2,,,,,,,,,,,,,2,2,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,3,4,4,,,,,,,,,,,,,,,,1,,,,3,2,2,,,,,,,,,,,
Rvd5fGybj83Brgm-S-QT1Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,
-dz2h55a0SdnBJEXQm9CAQ,,,,,,,,,1,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4Gw8aJNEywdDD9zcEcNiA,,,,,,,,,1,1,,5,4,1,3,3,2,1,1,4,1,,,,,,,,,,,1,,2,,2,1,1,2,2,2,2,2,,2,,,,,,,,,,,,2,1,3,2,3,,1,1,3,1,2,2,,1,1,,,,,,,,,1,3,1,2,2,1,3,2,1,4,1,5,3,2,2,,,,,,,,,,2,,2,,,3,6,4,2,3,1,,1,1,,,,,,,,,,,,,4,4,2,4,7,4,5,3,1,1,1,,2,,,,,,,,,,,1,2,3,6,1,2,4,3,6,3,1,1,,1,,
R5Lz6OiNzaKdDt41MfMOog,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,
uPDTnuR-sOi47blHH943lg,,,,,,,,,,,,1,2,,2,2,2,1,3,2,1,,1,,,,,,,,,,,,,2,4,2,,2,,1,1,1,1,,,,,,,,,,,,,,1,2,2,2,,,3,5,5,2,,,,,,,,,,,1,,3,,1,2,2,1,2,,1,3,3,4,1,,,,,,,,,,,3,2,1,1,3,4,2,2,2,4,3,7,1,3,,,,,,,,,,,2,2,5,3,3,6,3,,3,2,5,6,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,
CVBYF1AMlrZbScRXX8d6XQ,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RcHlO31-LK8w7uFqr3vHHg,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYXut4Km0FzvFY3G0sYwgg,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dvQxsFICv2HFMmQX8yI55w,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o25PsJyVUFV83i4GqxtqfQ,,,,,,,2,2,,,,,1,,,1,,1,1,,,1,1,,,,,,,,4,3,,,,,,,,,,1,2,,1,,,,,,,,,,1,2,,,,1,,1,,,,2,,1,,,,,,,,,,,,2,,,,1,,1,,,,,1,4,,2,,,,,,,,2,,,,,1,,,,,,1,,,,,2,,,,,1,,1,,1,,,,,,1,1,1,1,,,1,,,,1,1,,,,,1,,,2,,1,1,,1,,1,1,1,1,1,,2,4,,
nY2QBNMEfT3j68j-DHOGyg,,,,,,,,,,,2,1,,,,,,1,1,,,,,1,,,,,,,,,2,1,1,,1,,,,,,,,,,,,1,,,,,,1,,,2,1,,,1,,,,,1,1,,,,,,,,,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,2,,,,,,,2,1,1,,,,1,1,,1,,2,,1,,,,2,,1,1,,,,1,,1,,,,2,,1,2,1,,,,1,3,,3,2,2,,,,1,,,1,1,1,,,
9W5zaqA_fdjTk127fioY0A,,,,,,,,,,,,,,,,1,,3,1,,1,,,,,,,,,,,,,,1,1,,,,2,,,1,1,,,,,,,,,,,,,,1,3,2,,1,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,1,,2,1,2,2,2,,2,1,,,,,,,,,,,,,,,,1,3,1,2,5,,2,2,1,,,,,
N13sN1m2zZNJDgRBlP8RYA,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,3,1,4,1,,,,,,,,,,,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,1,,,2,,,,,1,1,2,,,,,,,,,,,,,,,,2,3,1,3,,1,,,3,,1,,,,,,,,,,,,,,,3,1,,2,1,1,1,,,1,,,,,,,,,,,,,1,1,2,2,1,,,,1,,,,,
amQir2cEG2MV625L0dE8aQ,,,,,,,,,,,4,13,3,1,,,,,,2,,,,,,,,,,,,,,,5,15,3,,,1,1,,,,,,,,,,,,,,,,,,6,2,1,1,,1,,,,,2,,,,,,,,,,,,,,5,2,3,1,2,1,2,,1,2,2,,,,,,,,,,,,,,4,2,3,,1,,,1,5,1,1,,,,,,,,,,,,,,1,,1,1,4,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
98MPR4i4P_uU6o7-cw4qsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,3,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RqhDOGx1_9tejkoYAOEHyQ,,,,,,1,2,1,2,,,1,,,,1,,,1,,,,,,,,,,,,2,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,4,1,,,,,1,1,1,1,1,,,,,,,,,,,,1,1,3,2,1,,,1,,,,,,,,,,,,,,,,,,1,3,2,3,2,,,,,,1,,2,,,,,,,,,,,2,2,2,1,,3,,,,,2,,,,,,,,,,,,1,,1,,3,1,1,1,,1,,,,,1,,,,,,
rVUEZpHQfWI_3kt0lBwaxQ,,,,,,,,,,,,2,2,,,,1,7,1,2,,,,,,,,,,,,,,,,,2,1,,,6,2,,2,3,1,,,,,,,,,,,,,,1,2,,,1,2,2,5,,,1,,,,,,,,,,,,,1,1,1,1,2,1,,1,2,4,7,4,1,,,,,,,,,,,,1,1,4,2,,1,,2,4,7,2,2,1,,,,,,,,,,,,,,1,1,,,1,2,,4,1,,1,,,,,,,,,,,,,1,,1,1,,1,,1,,1,,,
UHYxPlfmPLbEftz3Ntnfcg,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,,,,,,,,,,,,,,,1,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,
Y9wyhP64t5IWJxoLrUV5Dg,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,2,,,,,,,,,,1,,,1,2,,1,,,,1,2,,,,,,,,,,,,,,,,,,3,,1,3,,,,1,,,,,,,,,,,,,,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,,,,,,,
8_mbjbTK_Ci3DljpzdipuA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,
RvrwLdirQ5w27dk3qkX2JA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,2,1,3,2,,,1,,,,,,,,,,,,,1,,,,,,1,2,2,2,,,,,,,,,,,,1,,2,,,,,,,,2,,,2,,,,,,,,,,1,,1,2,2,,,,2,,1,,1,1,,,,,,,,,,,,1,,,1,,2,,,,,1,1,,
